"","pixelxocc","pixel.id","fire","pix","ID","fire.occ","group","elev","fire.yr","sens","int","pue","m.npp","map","m.bare","m.shrub","m.annual","m.perennial","m.litter","group.fire.occ","group.num","fire.num"
"3091","unburned-5788-after","unburned-5788","unburned","5788",5788,"after","unburned",1860.35571289062,NA,0.0831296536705065,116.487907587865,0.350215267856071,152.744444444444,436.14444732666,11,22.8888888888889,7.88888888888889,25.4444444444444,13.1111111111111,"unburned-after",0,1
"3092","unburned-5788-before","unburned-5788","unburned","5788",5788,"before","unburned",1860.35571289062,NA,0.0874795280859609,103.493702959836,0.311598592409937,143.89,461.780006408691,14.3,24.3,8.1,26.5,14,"unburned-before",0,0
"3093","unburned-5799-after","unburned-5799","unburned","5799",5799,"after","unburned",1322.82470703125,NA,0.615162702006783,-4.20324424545077,0.596250466985741,132.516666666667,222.250000635783,11.5,4.66666666666667,46.8333333333333,22,16.3333333333333,"unburned-after",0,1
"3094","unburned-5799-before","unburned-5799","unburned","5799",5799,"before","unburned",1322.82470703125,NA,0.895099835253823,-83.2851536279801,0.501111690741541,105.93,211.389999389648,15.1,6.9,40.1,17.6,14.4,"unburned-before",0,0
"3095","unburned-5804-after","unburned-5804","unburned","5804",5804,"after","unburned",2036.73620605469,NA,0.110515350223623,109.361828272977,0.315798116401156,168.2375,532.737503051758,8.625,32.5,9.375,33.375,11.75,"unburned-after",0,1
"3096","unburned-5804-before","unburned-5804","unburned","5804",5804,"before","unburned",2036.73620605469,NA,0.110408160121494,82.4389483778154,0.265147532535445,141.26,532.76000213623,10.7,31.3,9,31.8,12.2,"unburned-before",0,0
"3097","unburned-5813-after","unburned-5813","unburned","5813",5813,"after","unburned",1985.32421875,NA,0.21260609195242,71.0870689433613,0.510627594584968,121.8,238.529999732971,15.5,15.4,17.1,11.2,16.9,"unburned-after",0,1
"3098","unburned-5813-before","unburned-5813","unburned","5813",5813,"before","unburned",1985.32421875,NA,0.368524112010047,0.997070896305057,0.372203510075721,100.8625,270.987503528595,18.625,17.625,15.25,13.875,16.5,"unburned-before",0,0
"3099","unburned-5819-after","unburned-5819","unburned","5819",5819,"after","unburned",1329.060546875,NA,0.339944653410829,-17.8531698010715,0.246993282864712,47.44,192.070000648498,25.5,9.6,30.3,6.6,16.7,"unburned-after",0,1
"3100","unburned-5819-before","unburned-5819","unburned","5819",5819,"before","unburned",1329.060546875,NA,0.294694786199207,-7.66192150726954,0.255443138615501,49.8625,195.19999742508,35.25,13.25,16.125,5.625,13.75,"unburned-before",0,0
"3101","unburned-5820-after","unburned-5820","unburned","5820",5820,"after","unburned",1242.06616210938,NA,0.0935993944638115,8.52753963468493,0.138208829375286,26.42,191.160001277924,29.2,17,11.9,3.1,15.5,"unburned-after",0,1
"3102","unburned-5820-before","unburned-5820","unburned","5820",5820,"before","unburned",1242.06616210938,NA,-0.019671657214323,55.7854038620824,0.252644137045248,51.7555555555556,204.855557547675,28.5555555555556,16.5555555555556,10.7777777777778,4.33333333333333,15.3333333333333,"unburned-before",0,0
"3103","unburned-5839-after","unburned-5839","unburned","5839",5839,"after","unburned",1566.31958007812,NA,0.127472940820489,49.7273307479781,0.303036244307565,85.8333333333333,283.244446648492,23.7777777777778,15.5555555555556,12.5555555555556,16.6666666666667,18.6666666666667,"unburned-after",0,1
"3104","unburned-5839-before","unburned-5839","unburned","5839",5839,"before","unburned",1566.31958007812,NA,0.0672322547175141,85.1535666808713,0.360127955519892,104.7,290.729998588562,24.7,17.2,13.8,18,17.8,"unburned-before",0,0
"3105","unburned-5849-after","unburned-5849","unburned","5849",5849,"after","unburned",1456.20153808594,NA,0.14838872690984,81.4453138006717,0.417998673911945,126.271428571429,302.085715702602,17.1428571428571,10.5714285714286,21.4285714285714,17,19.7142857142857,"unburned-after",0,1
"3106","unburned-5849-before","unburned-5849","unburned","5849",5849,"before","unburned",1456.20153808594,NA,0.506753014359062,-33.9097764398381,0.391378318371983,115.03,293.909996032715,15.4,14.3,19.7,19.3,19.5,"unburned-before",0,0
"3107","unburned-5854-after","unburned-5854","unburned","5854",5854,"after","unburned",1347.2626953125,NA,0.168974833307738,-4.59644323747907,0.146247666256447,29.5777777777778,202.244442833795,24.3333333333333,8.44444444444444,17.4444444444444,4.33333333333333,16.1111111111111,"unburned-after",0,1
"3108","unburned-5854-before","unburned-5854","unburned","5854",5854,"before","unburned",1347.2626953125,NA,0.159138449150454,5.62284958912405,0.185009662962219,40.21,217.339999198914,22.8,11.6,15.4,6,16.3,"unburned-before",0,0
"3109","unburned-5873-after","unburned-5873","unburned","5873",5873,"after","unburned",2206.07299804688,NA,0.0751569309261178,116.657210527273,0.28117667911378,159.214285714286,566.242855616978,11.2857142857143,26.2857142857143,12.8571428571429,32,13.1428571428571,"unburned-after",0,1
"3110","unburned-5873-before","unburned-5873","unburned","5873",5873,"before","unburned",2206.07299804688,NA,0.057382624038094,119.992648377676,0.262997362009823,153.48,583.579998016357,12.4,26.3,8.6,30.7,12.8,"unburned-before",0,0
"3111","unburned-5874-after","unburned-5874","unburned","5874",5874,"after","unburned",1565.21264648438,NA,0.149765016178966,26.1512065444483,0.24105030453551,69.0555555555556,286.477777693007,16.2222222222222,20.6666666666667,12.1111111111111,16.7777777777778,15.7777777777778,"unburned-after",0,1
"3112","unburned-5874-before","unburned-5874","unburned","5874",5874,"before","unburned",1565.21264648438,NA,0.13723829495144,25.8403795951702,0.22163433666655,67.86,306.17999458313,17.7,23.4,12.4,15,16.5,"unburned-before",0,0
"3113","unburned-5879-after","unburned-5879","unburned","5879",5879,"after","unburned",1756.23681640625,NA,0.168765551527322,62.0811585320426,0.322673061798716,130.155555555556,403.366661071777,11.6666666666667,25.4444444444444,6.22222222222222,26.3333333333333,13.7777777777778,"unburned-after",0,1
"3114","unburned-5879-before","unburned-5879","unburned","5879",5879,"before","unburned",1756.23681640625,NA,0.325496402037598,1.31766640530818,0.328729145914131,133.99,407.60000038147,12.5,27.3,7.9,29.5,13.8,"unburned-before",0,0
"3115","unburned-5881-after","unburned-5881","unburned","5881",5881,"after","unburned",1231.52661132812,NA,0.187582196259627,-11.2600777649325,0.11558681424797,18.0777777777778,156.400000254313,21,14.4444444444444,17.3333333333333,2,13,"unburned-after",0,1
"3116","unburned-5881-before","unburned-5881","unburned","5881",5881,"before","unburned",1231.52661132812,NA,0.144603655954053,-3.56568983402231,0.125482625148927,23.4,186.480000495911,20.9,16.4,11.4,2.4,12.6,"unburned-before",0,0
"3117","unburned-5911-after","unburned-5911","unburned","5911",5911,"after","unburned",1417.77783203125,NA,0.365178657039898,-21.7767007851924,0.2583403431983,52.6571428571429,203.828570502145,18.7142857142857,9.42857142857143,35.5714285714286,8,17.8571428571429,"unburned-after",0,1
"3118","unburned-5911-before","unburned-5911","unburned","5911",5911,"before","unburned",1417.77783203125,NA,0.18784256100479,21.6207598077008,0.279150300876009,66.1,236.790000915527,26.3,11,28.4,7.5,16.5,"unburned-before",0,0
"3119","unburned-5941-after","unburned-5941","unburned","5941",5941,"after","unburned",2177.36596679688,NA,0.105488783904352,107.992905900249,0.319016652538872,161.344444444444,505.75555589464,7.88888888888889,28,8.22222222222222,29,13.4444444444444,"unburned-after",0,1
"3120","unburned-5941-before","unburned-5941","unburned","5941",5941,"before","unburned",2177.36596679688,NA,0.220759448772004,46.5676686712454,0.311596606103315,159.74,512.64999961853,9.5,28.6,9.6,30.2,12.8,"unburned-before",0,0
"3121","unburned-5949-after","unburned-5949","unburned","5949",5949,"after","unburned",1846.31555175781,NA,0.0442317690271428,108.92725356848,0.264796066829722,130.771428571429,493.857141222273,9.28571428571429,15.8571428571429,17.4285714285714,27.1428571428571,13,"unburned-after",0,1
"3122","unburned-5949-before","unburned-5949","unburned","5949",5949,"before","unburned",1846.31555175781,NA,0.123939691284501,82.6067483110175,0.307180411561084,138.48,450.809995651245,9.1,20.6,10.4,29.9,14.8,"unburned-before",0,0
"3123","unburned-5959-after","unburned-5959","unburned","5959",5959,"after","unburned",1349.76159667969,NA,0.199014875774606,-1.66250343702359,0.190432490158102,36.8888888888889,193.711109161377,22,12.4444444444444,25,4.33333333333333,14.3333333333333,"unburned-after",0,1
"3124","unburned-5959-before","unburned-5959","unburned","5959",5959,"before","unburned",1349.76159667969,NA,0.153823572822706,12.8545467182026,0.217659032637342,43.83,201.370002746582,26.1,11.9,18.4,4.6,14.2,"unburned-before",0,0
"3125","unburned-596-after","unburned-596","unburned","596",596,"after","unburned",1856.34350585938,NA,0.11869214861529,41.0376562338341,0.214250783605164,92.01,429.450004577637,15.5,25.5,5.9,26.1,14.6,"unburned-after",0,1
"3126","unburned-596-before","unburned-596","unburned","596",596,"before","unburned",1856.34350585938,NA,0.122806829008322,40.3851686371734,0.217203296805261,92.925,427.824997901917,16.875,23.375,6.375,25.125,13.75,"unburned-before",0,0
"3127","unburned-5960-after","unburned-5960","unburned","5960",5960,"after","unburned",1591.23901367188,NA,0.124102632219929,29.4800118683204,0.214541363533932,69.9333333333333,325.966667599148,14.1111111111111,16.8888888888889,15.1111111111111,16.3333333333333,14.6666666666667,"unburned-after",0,1
"3128","unburned-5960-before","unburned-5960","unburned","5960",5960,"before","unburned",1591.23901367188,NA,0.215724976148847,1.69769268283685,0.220898344942609,72.49,328.159996032715,14.8,18.6,15.1,14.8,15.2,"unburned-before",0,0
"3129","unburned-5964-after","unburned-5964","unburned","5964",5964,"after","unburned",1551.69030761719,NA,0.255597519661865,-10.9244956648349,0.215847990011554,59.3222222222222,274.833331637912,22.4444444444444,8.44444444444444,38,12.2222222222222,17.1111111111111,"unburned-after",0,1
"3130","unburned-5964-before","unburned-5964","unburned","5964",5964,"before","unburned",1551.69030761719,NA,0.415686412973968,-45.3823532330236,0.260128883785889,75.89,291.73999786377,21.8,8.4,27,13,17.7,"unburned-before",0,0
"3131","unburned-5965-after","unburned-5965","unburned","5965",5965,"after","unburned",1710.81323242188,NA,0.0936840167104998,43.8773314670282,0.217273428180085,77.1375,355.025005340576,26.25,19,10.625,16.5,16,"unburned-after",0,1
"3132","unburned-5965-before","unburned-5965","unburned","5965",5965,"before","unburned",1710.81323242188,NA,0.148863167490519,28.4024045787944,0.229202614430991,81.03,353.529998779297,27.5,19.1,12.1,17.3,16.6,"unburned-before",0,0
"3133","unburned-5973-after","unburned-5973","unburned","5973",5973,"after","unburned",1386.74499511719,NA,0.352443898491771,78.9156957983268,0.644598014417941,174.116666666667,270.11666615804,13,4.66666666666667,51.1666666666667,23,12.5,"unburned-after",0,1
"3134","unburned-5973-before","unburned-5973","unburned","5973",5973,"before","unburned",1386.74499511719,NA,0.742253558184445,-75.0115158335723,0.434967842977897,106.18,244.109999656677,19.1,9.3,35.2,16,15.7,"unburned-before",0,0
"3135","unburned-5977-after","unburned-5977","unburned","5977",5977,"after","unburned",1510.86242675781,NA,0.105869548493958,26.5183248498655,0.201935519730892,55.7428571428571,276.042853764125,25,14,17.7142857142857,6.42857142857143,18.4285714285714,"unburned-after",0,1
"3136","unburned-5977-before","unburned-5977","unburned","5977",5977,"before","unburned",1510.86242675781,NA,0.153070706183868,30.0616773867148,0.258229266015387,73.82,285.869998931885,23.4,9.8,26,12.8,16.1,"unburned-before",0,0
"3137","unburned-5983-after","unburned-5983","unburned","5983",5983,"after","unburned",1584.80676269531,NA,0.16622038510776,76.3751290516668,0.414953009111339,127.414285714286,307.057143620082,15.4285714285714,11.4285714285714,26.8571428571429,21.2857142857143,15.1428571428571,"unburned-after",0,1
"3138","unburned-5983-before","unburned-5983","unburned","5983",5983,"before","unburned",1584.80676269531,NA,0.453335393327117,-16.9514390179741,0.398757206283922,123.85,310.589998245239,17.2,11.5,27.9,24.1,14.1,"unburned-before",0,0
"3139","unburned-5990-after","unburned-5990","unburned","5990",5990,"after","unburned",1669.57336425781,NA,0.0350684809335652,38.5568809230402,0.14765427325088,50.5666666666667,342.466665903727,16.5555555555556,14.3333333333333,12.5555555555556,7.11111111111111,9.88888888888889,"unburned-after",0,1
"3140","unburned-5990-before","unburned-5990","unburned","5990",5990,"before","unburned",1669.57336425781,NA,0.0685896171265719,26.1648201554094,0.14385157817453,50.01,347.649991989136,16.5,17.4,10.3,7,9.9,"unburned-before",0,0
"3141","unburned-5993-after","unburned-5993","unburned","5993",5993,"after","unburned",1277.75659179688,NA,0.20380436668885,-11.7651003353584,0.142824233765061,27.5555555555556,192.933333714803,23.5555555555556,15.1111111111111,18.8888888888889,4.11111111111111,12.2222222222222,"unburned-after",0,1
"3142","unburned-5993-before","unburned-5993","unburned","5993",5993,"before","unburned",1277.75659179688,NA,0.264992782544751,-19.4387800463374,0.166158227914451,32.68,196.679998397827,24.6,17.4,12.4,4,10.7,"unburned-before",0,0
"3143","unburned-6009-after","unburned-6009","unburned","6009",6009,"after","unburned",1419.42004394531,NA,0.28089493963365,-20.2013999692731,0.187026625123672,40.25,215.210000038147,20.8,10.5,27.7,6.4,15.9,"unburned-after",0,1
"3144","unburned-6009-before","unburned-6009","unburned","6009",6009,"before","unburned",1419.42004394531,NA,0.274565779026179,-13.6543488073049,0.217604423608678,52.1625,239.712498188019,22.125,11,22.625,7.375,16.875,"unburned-before",0,0
"3145","unburned-6021-after","unburned-6021","unburned","6021",6021,"after","unburned",1537.23669433594,NA,0.101935795363291,21.6260462641057,0.176757775528932,51.0888888888889,289.033332400852,20.7777777777778,23.6666666666667,7.88888888888889,9.55555555555556,15.2222222222222,"unburned-after",0,1
"3146","unburned-6021-before","unburned-6021","unburned","6021",6021,"before","unburned",1537.23669433594,NA,0.103047404656234,25.8688695063846,0.189285592048776,56.78,299.9700050354,23.4,22.4,10.6,11.3,15.6,"unburned-before",0,0
"3147","unburned-6028-after","unburned-6028","unburned","6028",6028,"after","unburned",1483.61535644531,NA,0.159720989261756,1.97641250788696,0.169270413499298,35.0333333333333,206.966667175293,21.3333333333333,16.8888888888889,15.8888888888889,3,11,"unburned-after",0,1
"3148","unburned-6028-before","unburned-6028","unburned","6028",6028,"before","unburned",1483.61535644531,NA,0.168318154200198,-3.20535844779894,0.154581296312558,36.07,233.340002059937,21.3,17.7,11.9,3.1,10.3,"unburned-before",0,0
"3149","unburned-6041-after","unburned-6041","unburned","6041",6041,"after","unburned",1715.00964355469,NA,0.0723127836409543,84.6444063365413,0.35803765802425,106.066666666667,296.24444325765,23.4444444444444,16.2222222222222,7.11111111111111,18.5555555555556,15.5555555555556,"unburned-after",0,1
"3150","unburned-6041-before","unburned-6041","unburned","6041",6041,"before","unburned",1715.00964355469,NA,0.120630526198776,64.4351886545332,0.321350696111847,103.16,321.019998550415,21.6,20,6.1,17.4,16.3,"unburned-before",0,0
"3151","unburned-6044-after","unburned-6044","unburned","6044",6044,"after","unburned",1473.21875,NA,0.154035026745423,9.5227433552249,0.194983278302725,45.3444444444444,232.555554707845,20.8888888888889,15.7777777777778,17.3333333333333,5,11.6666666666667,"unburned-after",0,1
"3152","unburned-6044-before","unburned-6044","unburned","6044",6044,"before","unburned",1473.21875,NA,0.119243860401962,25.1450843014336,0.225175881333138,53.45,237.370004653931,25.2,16.6,12.2,4.8,11.2,"unburned-before",0,0
"3153","unburned-6053-after","unburned-6053","unburned","6053",6053,"after","unburned",1513.60705566406,NA,0.25186444049772,-9.55388670154944,0.209787131490628,47.6333333333333,227.055553860134,23.4444444444444,19.3333333333333,20.3333333333333,9.22222222222222,18.8888888888889,"unburned-after",0,1
"3154","unburned-6053-before","unburned-6053","unburned","6053",6053,"before","unburned",1513.60705566406,NA,0.229264534185112,-2.49116532886531,0.219718742195919,57.34,260.969999313355,25.9,20.9,17.7,7.6,17.3,"unburned-before",0,0
"3155","unburned-6058-after","unburned-6058","unburned","6058",6058,"after","unburned",1391.4296875,NA,0.175748765676188,-9.40639652069118,0.130858069486474,27.42,209.540000915527,28.7,14.3,16.5,3.3,13.3,"unburned-after",0,1
"3156","unburned-6058-before","unburned-6058","unburned","6058",6058,"before","unburned",1391.4296875,NA,0.267553452714105,-26.2190566625451,0.154534188137399,35.85,231.987500190735,29.375,17.25,12.625,4,13.75,"unburned-before",0,0
"3157","unburned-6062-after","unburned-6062","unburned","6062",6062,"after","unburned",1307.47338867188,NA,0.215594444863649,4.75992347468976,0.237751658801499,51.075,214.824999570846,22.625,15.375,29.75,6.125,17,"unburned-after",0,1
"3158","unburned-6062-before","unburned-6062","unburned","6062",6062,"before","unburned",1307.47338867188,NA,0.126041057801152,52.5179463942395,0.364217682349047,80.31,220.500002861023,23.3,15,25.4,7.7,15,"unburned-before",0,0
"3159","unburned-6065-after","unburned-6065","unburned","6065",6065,"after","unburned",1364.6298828125,NA,0.19885877345585,7.60570297943965,0.224523369518197,66.5375,296.349997520447,14.25,8.875,38.25,16.25,14.625,"unburned-after",0,1
"3160","unburned-6065-before","unburned-6065","unburned","6065",6065,"before","unburned",1364.6298828125,NA,0.0578209364452148,85.7228045007476,0.35736250112711,102.27,286.179998397827,18.3,10.4,29.3,16.9,15.6,"unburned-before",0,0
"3161","unburned-6074-after","unburned-6074","unburned","6074",6074,"after","unburned",1592.67309570312,NA,0.159146888644174,20.2898415916597,0.229176254663695,66.4,289.733332528008,12.4444444444444,14.7777777777778,21.2222222222222,8,14,"unburned-after",0,1
"3162","unburned-6074-before","unburned-6074","unburned","6074",6074,"before","unburned",1592.67309570312,NA,0.17310309419937,22.5854648230458,0.243629776389819,78.02,320.240001678467,14.7,15.6,13.6,8.7,15.3,"unburned-before",0,0
"3163","unburned-6086-after","unburned-6086","unburned","6086",6086,"after","unburned",1545.78271484375,NA,0.203561107094578,7.35928429377125,0.236020581866679,53.5111111111111,226.722223493788,11.7777777777778,15.8888888888889,20.6666666666667,6.55555555555556,11,"unburned-after",0,1
"3164","unburned-6086-before","unburned-6086","unburned","6086",6086,"before","unburned",1545.78271484375,NA,0.24218493262887,1.6471756468676,0.249079188613161,59.51,238.920001029968,11.8,17,10.9,7.7,10.2,"unburned-before",0,0
"3165","unburned-6089-after","unburned-6089","unburned","6089",6089,"after","unburned",1382.08032226562,NA,0.101091561908131,6.79059788946313,0.122006624801927,39.6125,324.67499256134,22.875,14.375,17,7.625,19.625,"unburned-after",0,1
"3166","unburned-6089-before","unburned-6089","unburned","6089",6089,"before","unburned",1382.08032226562,NA,-0.0181990578381275,68.861736403022,0.202759504863191,63.19,311.650001525879,25.3,16.9,13.6,7.1,17.9,"unburned-before",0,0
"3167","unburned-6098-after","unburned-6098","unburned","6098",6098,"after","unburned",1376.72607421875,NA,0.431046394921766,49.9428357402236,0.639532454483052,153.2,239.550000826518,12.1666666666667,8.16666666666667,45,14.5,16,"unburned-after",0,1
"3168","unburned-6098-before","unburned-6098","unburned","6098",6098,"before","unburned",1376.72607421875,NA,0.439476104927329,41.6338623606944,0.595108398636715,159.2,267.514288766043,16.7142857142857,9.71428571428571,37.1428571428571,14,14.7142857142857,"unburned-before",0,0
"3169","unburned-61-after","unburned-61","unburned","61",61,"after","unburned",1371.8544921875,NA,0.412587456305314,24.5854451115572,0.530860631906884,110.35,207.870000839233,22.7,7.7,34,10.4,20.1,"unburned-after",0,1
"3170","unburned-61-before","unburned-61","unburned","61",61,"before","unburned",1371.8544921875,NA,0.621678231133829,-51.3629018850276,0.381237717134908,81.44,213.619997024536,28.3,11.4,24.9,10.8,16.2,"unburned-before",0,0
"3171","unburned-6102-after","unburned-6102","unburned","6102",6102,"after","unburned",1206.66137695312,NA,0.113755522440355,-0.404663774991665,0.110829960140764,15.33,138.319999217987,43.8,10.9,7.2,1.2,13.4,"unburned-after",0,1
"3172","unburned-6102-before","unburned-6102","unburned","6102",6102,"before","unburned",1206.66137695312,NA,0.157468193971593,-2.62984409455534,0.139259129933395,20.1125,144.425001144409,49.75,9.625,6.125,1.5,11.875,"unburned-before",0,0
"3173","unburned-6108-after","unburned-6108","unburned","6108",6108,"after","unburned",1554.89465332031,NA,0.123396331192109,14.005528942148,0.170408774082669,50.7666666666667,297.91110780504,13.1111111111111,14,23.1111111111111,6.33333333333333,12.7777777777778,"unburned-after",0,1
"3174","unburned-6108-before","unburned-6108","unburned","6108",6108,"before","unburned",1554.89465332031,NA,0.129608639613905,7.33344566752466,0.152952410525587,48.05,314.150001525879,14.5,16.7,15.7,6.9,11,"unburned-before",0,0
"3175","unburned-611-after","unburned-611","unburned","611",611,"after","unburned",1450.39306640625,NA,0.16885776083395,-0.223406450542541,0.168084043945542,48.5333333333333,288.744441138373,18.2222222222222,16.2222222222222,20.5555555555556,5.77777777777778,14,"unburned-after",0,1
"3176","unburned-611-before","unburned-611","unburned","611",611,"before","unburned",1450.39306640625,NA,0.130870625663686,5.6749232172142,0.149665496191528,45.19,301.940000534058,21.6,21.3,13.5,6.2,15.3,"unburned-before",0,0
"3177","unburned-6126-after","unburned-6126","unburned","6126",6126,"after","unburned",1612.91906738281,NA,0.156125764170413,4.45649682310475,0.172299594514281,47.475,275.537502765656,29.625,15.5,15.125,7.375,13.5,"unburned-after",0,1
"3178","unburned-6126-before","unburned-6126","unburned","6126",6126,"before","unburned",1612.91906738281,NA,0.274109434853682,-22.3051027615847,0.201119145213218,61.46,305.590002059937,32.9,16.4,12.7,8.1,13.5,"unburned-before",0,0
"3179","unburned-6128-after","unburned-6128","unburned","6128",6128,"after","unburned",1475.56701660156,NA,0.0769758630123549,42.9274046619231,0.18171836352059,74.475,409.837501049042,16.25,13.875,21.625,16.375,16.75,"unburned-after",0,1
"3180","unburned-6128-before","unburned-6128","unburned","6128",6128,"before","unburned",1475.56701660156,NA,-0.0359482572224543,120.05858713462,0.259689733788658,105.46,406.099996566773,20.9,11.6,20.1,18.9,18.4,"unburned-before",0,0
"3181","unburned-6130-after","unburned-6130","unburned","6130",6130,"after","unburned",1532.03771972656,NA,0.131134330803103,10.6419647025216,0.173108948120264,43.8888888888889,253.533334732056,14.2222222222222,10.7777777777778,24.5555555555556,5.66666666666667,10.8888888888889,"unburned-after",0,1
"3182","unburned-6130-before","unburned-6130","unburned","6130",6130,"before","unburned",1532.03771972656,NA,0.0943148073007358,26.6300755233467,0.196123406016365,51.3,261.570003509521,15.7,12.2,20.4,7.1,10,"unburned-before",0,0
"3183","unburned-6133-after","unburned-6133","unburned","6133",6133,"after","unburned",1936.82543945312,NA,0.0962636512410057,101.981809698512,0.330089417735587,143.966666666667,436.14444732666,12.4444444444444,20.7777777777778,8.22222222222222,26.4444444444444,16.2222222222222,"unburned-after",0,1
"3184","unburned-6133-before","unburned-6133","unburned","6133",6133,"before","unburned",1936.82543945312,NA,0.128683136232136,71.8067005260339,0.284182940315213,131.23,461.780006408691,14.9,23.8,9,26.9,16.4,"unburned-before",0,0
"3185","unburned-6137-after","unburned-6137","unburned","6137",6137,"after","unburned",1463.03356933594,NA,0.126009294272407,15.8963037976142,0.201529765016487,42.42,210.489998817444,26.2,16.6,16.3,6.2,14.6,"unburned-after",0,1
"3186","unburned-6137-before","unburned-6137","unburned","6137",6137,"before","unburned",1463.03356933594,NA,0.156225640482555,11.6255868413416,0.209921021441714,45.45,216.509998321533,24.8,14.8,10.6,6.4,15.1,"unburned-before",0,0
"3187","unburned-6147-after","unburned-6147","unburned","6147",6147,"after","unburned",2296.14233398438,NA,0.125221403654184,80.008105523678,0.271544979444153,148.477777777778,546.788889567057,13.7777777777778,29,12.6666666666667,37,12.1111111111111,"unburned-after",0,1
"3188","unburned-6147-before","unburned-6147","unburned","6147",6147,"before","unburned",2296.14233398438,NA,-0.00805914803593507,150.512552057826,0.260152897462015,145.99,561.169994354248,17.6,29.9,7.7,30,12.4,"unburned-before",0,0
"3189","unburned-6151-after","unburned-6151","unburned","6151",6151,"after","unburned",1546.22924804688,NA,0.168137636198204,-3.85127407634118,0.15190025836113,36.0285714285714,237.185715266636,14.4285714285714,13.1428571428571,22,7.57142857142857,14.2857142857143,"unburned-after",0,1
"3190","unburned-6151-before","unburned-6151","unburned","6151",6151,"before","unburned",1546.22924804688,NA,0.240337894085225,-13.997292190204,0.18964143531101,52.36,276.099998474121,13.5,10.2,21.1,10.4,16,"unburned-before",0,0
"3191","unburned-6157-after","unburned-6157","unburned","6157",6157,"after","unburned",1294.69934082031,NA,0.186917319139649,9.33510232859009,0.228927589995701,50.87,222.210000991821,13.2,16.8,25.7,5.7,14.5,"unburned-after",0,1
"3192","unburned-6157-before","unburned-6157","unburned","6157",6157,"before","unburned",1294.69934082031,NA,0.232426061212393,-1.64981947932398,0.2249016579433,49.3125,219.262501001358,16.75,19.5,17.25,5.5,14.375,"unburned-before",0,0
"3193","unburned-616-after","unburned-616","unburned","616",616,"after","unburned",1394.25622558594,NA,0.424141165201135,9.38676722644725,0.463307773057925,111.0375,239.662501811981,18.875,7.375,40.25,9.125,15.75,"unburned-after",0,1
"3194","unburned-616-before","unburned-616","unburned","616",616,"before","unburned",1394.25622558594,NA,0.578528769240327,-56.748198117563,0.340261155162461,81.04,238.170001983643,24.2,8.4,29.4,9.8,14.4,"unburned-before",0,0
"3195","unburned-617-after","unburned-617","unburned","617",617,"after","unburned",1347.51049804688,NA,0.198091275670842,2.70139656874089,0.20955035695113,49.4,235.742857796805,20.1428571428571,12.8571428571429,28.2857142857143,13,19.8571428571429,"unburned-after",0,1
"3196","unburned-617-before","unburned-617","unburned","617",617,"before","unburned",1347.51049804688,NA,0.34318670005688,-19.4146063036023,0.260893523143843,61.55,235.920000076294,17.3,13.3,29.8,11.9,18.2,"unburned-before",0,0
"3197","unburned-6178-after","unburned-6178","unburned","6178",6178,"after","unburned",1417.34326171875,NA,0.0599078906385774,33.1236901853366,0.171887910233362,50.8444444444444,295.800003475613,25.2222222222222,14,21.5555555555556,7.66666666666667,19.7777777777778,"unburned-after",0,1
"3198","unburned-6178-before","unburned-6178","unburned","6178",6178,"before","unburned",1417.34326171875,NA,0.182432977535656,1.76881999397017,0.188231436763108,57.42,305.050001144409,27.5,14.4,19,9.1,19.6,"unburned-before",0,0
"3199","unburned-6180-after","unburned-6180","unburned","6180",6180,"after","unburned",1991.28881835938,NA,0.0276587453757236,175.719439134877,0.415834584857068,188.24,452.680000305176,10.4,38.6,8.6,27.6,11.4,"unburned-after",0,1
"3200","unburned-6180-before","unburned-6180","unburned","6180",6180,"before","unburned",1991.28881835938,NA,0.150564122989014,103.703592763341,0.417806988564795,162.13,388.049995422363,10.1,33,6.1,29.1,14.8,"unburned-before",0,0
"3201","unburned-6183-after","unburned-6183","unburned","6183",6183,"after","unburned",1295.52465820312,NA,0.149383793780666,2.50396904567352,0.159938178036049,37.9444444444444,237.244446012709,23.7777777777778,14.6666666666667,25.2222222222222,7.66666666666667,19.1111111111111,"unburned-after",0,1
"3202","unburned-6183-before","unburned-6183","unburned","6183",6183,"before","unburned",1295.52465820312,NA,0.236419704739726,-10.3449830843761,0.189784970538157,42.1,221.829999923706,27.7,14.7,18.4,9,16.9,"unburned-before",0,0
"3203","unburned-6192-after","unburned-6192","unburned","6192",6192,"after","unburned",1521.55786132812,NA,0.137528087228179,11.8916013117925,0.186389314341483,45.3625,243.37500333786,19.125,18.5,19.875,6.5,15.75,"unburned-after",0,1
"3204","unburned-6192-before","unburned-6192","unburned","6192",6192,"before","unburned",1521.55786132812,NA,0.259478019974532,7.96014089116053,0.2911135852116,73.25,251.619998931885,14.6,13.6,28,12.1,14.7,"unburned-before",0,0
"3205","unburned-6211-after","unburned-6211","unburned","6211",6211,"after","unburned",1578.56616210938,NA,0.168126994492244,26.6770288516136,0.265002269402882,72.975,275.375000238419,11.5,20.25,16.125,26,13.625,"unburned-after",0,1
"3206","unburned-6211-before","unburned-6211","unburned","6211",6211,"before","unburned",1578.56616210938,NA,-0.0928351032999873,140.110897899712,0.431630169391799,115.31,267.150000572205,12.5,21.6,17.4,21.3,14.6,"unburned-before",0,0
